state,city,area_code,ao_type,range_code,ao_number,ao_description,category
Maharashtra,Mumbai,MUM,W,553,93,"WARD 13(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,661,1,"WARD 6(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,661,95,"WARD 6(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,661,96,"WARD 6(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,663,1,"WARD 7(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,663,95,"WARD 7(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,772,1,"WARD 8(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,772,92,"WARD 16(1)(1), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,772,93,"WARD 16(1)(3), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,772,94,"WARD 16(1)(5), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,773,1,"WARD 8(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,773,92,"WARD 16(3)(1), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,87,1,"WARD 8(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,87,92,"WARD 16(2)(1), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,87,93,"WARD 7(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,921,1,"WARD 2(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,921,3,"WARD 2(1)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,921,91,"WARD 10(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,922,1,"WARD 2(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,922,3,"WARD 2(2)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,922,91,"WARD 10(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,922,92,"WARD 10(2)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,922,93,"WARD 10(2)(4), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,923,1,"WARD 2(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,923,3,"WARD 2(3)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,923,91,"WARD 10(3)(1), MUMBAI",Non-Individual
Maharashtra,Nagpur,DLC,CA,221,1,"DCIT/ACIT CIRCLE EXEMPTION, NAGPUR",Both
Maharashtra,Nagpur,DLC,WX,221,1,"ITO WARD-1, EXEMPTION, NAGPUR",Both
Maharashtra,Nagpur,DLC,WX,221,2,"ITO WARD-2, EXEMPTION, NAGPUR",Both
Maharashtra,Nagpur,DLC,WX,221,3,"ITO WARD-3, EXEMPTION, NAGPUR",Both
Maharashtra,Nagpur,DLC,WX,221,4,"ITO WARD-4,EXEMPTION, NAGPUR",Both
Maharashtra,Nagpur,NGP,C,1,1,"DCIT/ACIT CIRCLE-1, NAGPUR",Both
Maharashtra,Nagpur,NGP,C,2,1,"DCIT/ACIT CIRCLE 2, NAGPUR",Both
Maharashtra,Nagpur,NGP,C,3,1,"DCIT/ACIT CIRCLE 3, NAGPUR",Both
Maharashtra,Nagpur,NGP,C,4,1,"DCIT/ACIT CIRCLE 4, NAGPUR",Both
Maharashtra,Nagpur,NGP,W,1,1,"ITO WARD 1(1), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,1,2,"ITO WARD 1(2), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,1,3,"ITO WARD 1(3), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,1,4,"ITO WARD 1(4), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,1,5,"ITO WARD 1(5), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,2,1,"ITO WARD 2(1), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,2,2,"ITO WARD 2(2), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,2,31,"ITO WARD 2(3), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,3,1,"ITO WARD 3(1), NAGPUR",Individual
Maharashtra,Nagpur,NGP,W,3,3,"ITO WARD 3(3), NAGPUR",Individual
Maharashtra,Nagpur,NGP,W,3,4,"ITO WARD 3(4), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,4,1,"ITO WARD 4(1), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,4,3,"ITO WARD 4(3), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,4,4,"ITO WARD 4(4), NAGPUR",Both
Maharashtra,Nagpur,NGP,W,4,91,"ITO WARD 5(1), NAGPUR/",Both
Maharashtra,Nagpur,NGP,W,4,92,"ITO WARD 5(3), NAGPUR/",Both
Maharashtra,Nanded,DLC,WX,179,4,"EXEMPTION WARD, NANDED",Both
Maharashtra,Nanded,PNE,W,27,93,"WARD 1, NANDED/",Both
Maharashtra,Nashik,DLC,WX,179,1,"EXEMPTION WARD 1(1), NASHIK",Both
Maharashtra,Nashik,DLC,WX,179,2,"EXEMPTION WARD- 1(2), NASHIK",Both
Maharashtra,Nashik,PNE,C,21,1,"ACIT CIRCLE-1, NASHIK",Individual
Maharashtra,Nashik,PNE,W,21,1,"WARD 1(1), NASHIK",Individual
Maharashtra,Nashik,PNE,W,21,91,"ITO WARD 2(1),NASHIK/",Both
Maharashtra,Nashik,PNE,W,21,94,"WARD 3(1), NASHIK/",Both
Maharashtra,Palghar,PNE,W,70,91,"WARD 1, PALGHAR/",Both
Maharashtra,Pandharpur,PNE,W,63,3,"WARD 1, PANDHARPUR",Individual
Maharashtra,Pandharpur,PNE,W,63,5,"WARD 3, PANDHARPUR",Individual
Maharashtra,Panvel,PNE,C,81,1,"CIRCLE, PANVEL",Both
Maharashtra,Panvel,PNE,W,81,1,"WARD 1, PANVEL",Both
Maharashtra,Panvel,PNE,W,81,2,"WARD 2, PANVEL",Both
Maharashtra,Panvel,PNE,W,81,3,"WARD 3, PANVEL",Both
Maharashtra,Panvel,PNE,W,81,4,"WARD 4, PANVEL",Both
Maharashtra,Panvel,PNE,W,81,5,"WARD 5, PANVEL",Both
Maharashtra,Pune,DLC,C,400,1,"(IT) CIRCLE 1, PUNE",Both
Maharashtra,Pune,DLC,C,400,2,"(IT) CIRCLE 2, PUNE",Both
Maharashtra,Pune,DLC,CA,181,1,"EXEMPTION CIRCLE, PUNE",Both
Maharashtra,Pune,DLC,W,400,1,"(IT) WARD 1, PUNE",Both
Maharashtra,Pune,DLC,W,400,2,"(IT) WARD 2, PUNE",Both
Maharashtra,Pune,DLC,W,400,3,"(IT) WARD 3, PUNE",Both
Maharashtra,Pune,DLC,W,400,4,"(IT) WARD 4, PUNE",Both
Maharashtra,Pune,DLC,WX,181,1,"EXEMPTION WARD 1(1), PUNE",Both
Maharashtra,Pune,DLC,WX,181,2,"EXEMPTION WARD 1(2), PUNE",Both
Maharashtra,Pune,PNE,C,52,1,"CIRCLE 1(1), PUNE",Non-Individual
Maharashtra,Pune,PNE,C,53,1,"CIRCLE 2, PUNE",Individual
Maharashtra,Pune,PNE,C,54,91,"CIRCLE 4, PUNE/",Both
Maharashtra,Pune,PNE,C,56,1,"CIRCLE 5, PUNE",Individual
Maharashtra,Pune,PNE,C,58,1,"CIRCLE 7, PUNE",Individual
Maharashtra,Pune,PNE,C,59,1,"CIRCLE 8, PUNE",Individual
Maharashtra,Pune,PNE,C,67,1,"CIRCLE 12, PUNE",Individual
Maharashtra,Pune,PNE,W,52,1,"WARD 1(1), PUNE",Non-Individual
Maharashtra,Pune,PNE,W,53,1,"WARD 2(1), PUNE",Individual
Maharashtra,Pune,PNE,W,53,2,"WARD 2(2), PUNE",Individual
Maharashtra,Pune,PNE,W,53,4,"WARD 2(4), PUNE",Individual
Maharashtra,Pune,PNE,W,53,91,"WARD 3(1), PUNE/",Both
Maharashtra,Pune,PNE,W,53,92,"WARD 3(3), PUNE/",Both
Maharashtra,Pune,PNE,W,54,91,"WARD 4(1), PUNE/",Both
Maharashtra,Pune,PNE,W,54,92,"WARD 4(2), PUNE/",Both
Maharashtra,Pune,PNE,W,54,93,"WARD 4(3), PUNE/",Both
Maharashtra,Pune,PNE,W,54,94,"WARD 4(4), PUNE/",Both
Maharashtra,Pune,PNE,W,54,95,"WARD 4(5), PUNE/",Both
Maharashtra,Pune,PNE,W,56,1,"WARD 5(1), PUNE",Individual
Maharashtra,Pune,PNE,W,56,2,"WARD 5(2), PUNE",Individual
Maharashtra,Pune,PNE,W,56,4,"WARD 5(4), PUNE",Individual
Maharashtra,Pune,PNE,W,56,91,"WARD 6(1), PUNE/",Both
Maharashtra,Pune,PNE,W,56,92,"WARD 6(3), PUNE/",Both
Maharashtra,Pune,PNE,W,56,93,"WARD 6(5), PUNE/",Both
Maharashtra,Pune,PNE,W,58,1,"WARD 7(1), PUNE",Individual
Maharashtra,Pune,PNE,W,58,3,"WARD 7(3), PUNE",Individual
Maharashtra,Pune,PNE,W,58,91,"WARD 14(1), PUNE/",Both
Maharashtra,Pune,PNE,W,58,92,"WARD 14(3), PUNE/",Both
Maharashtra,Pune,PNE,W,58,93,"WARD 14(5), PUNE/",Both
Maharashtra,Pune,PNE,W,59,1,"WARD 8(1), PUNE",Individual
Maharashtra,Pune,PNE,W,59,3,"WARD 8(3), PUNE",Individual
Maharashtra,Pune,PNE,W,59,91,"WARD 10(1), PUNE/",Both
Maharashtra,Pune,PNE,W,59,92,"WARD 9(1), PUNE/",Both
Maharashtra,Pune,PNE,W,59,93,"WARD 9(3), PUNE/",Both
Maharashtra,Pune,PNE,W,67,1,"WARD 12(1), PUNE",Individual
Maharashtra,Pune,PNE,W,67,3,"WARD 12(3), PUNE",Individual
Maharashtra,Pune,PNE,W,67,91,"WARD 13(1), PUNE/",Both
Maharashtra,Pune,PNE,W,67,92,"WARD 13(2), PUNE/",Both
Maharashtra,Pune,PNE,W,67,93,"WARD 13(4), PUNE/",Both
Maharashtra,Ratnagiri,PNE,W,93,6,"WARD-1, RATNAGIRI",Both
Maharashtra,Sangli,PNE,C,94,1,"CIRCLE, SANGLI",Both
Maharashtra,Sangli,PNE,W,94,1,"WARD 1, SANGLI",Both
Maharashtra,Sangli,PNE,W,94,2,"WARD 2, SANGLI",Both
Maharashtra,Sangli,PNE,W,94,3,"WARD 3, SANGLI",Both
Maharashtra,Sangli,PNE,W,94,4,"WARD 4, SANGLI",Both
Maharashtra,Sangli,PNE,W,94,5,"WARD 5, SANGLI",Both
Maharashtra,Satara,PNE,C,62,1,"CIRCLE, SATARA",Individual
Maharashtra,Satara,PNE,W,62,1,"WARD 1, SATARA",Individual
Maharashtra,Satara,PNE,W,62,2,"WARD 2, SATARA",Individual
Maharashtra,Satara,PNE,W,62,3,"WARD 3, SATARA",Individual
Maharashtra,Satara,PNE,W,62,4,"WARD 4, SATARA",Individual
Maharashtra,Satara,PNE,W,62,5,"WARD 5, SATARA",Individual
Maharashtra,Solapur,PNE,C,63,1,"CIRCLE 1, SOLAPUR",Individual
Maharashtra,Solapur,PNE,W,63,1,"WARD 1(1), SOLAPUR",Individual
Maharashtra,Solapur,PNE,W,63,91,"WARD 2(1), SOLAPUR/",Both
Maharashtra,Solapur,PNE,W,63,92,"WARD 2(3), SOLAPUR/",Both
Maharashtra,Thane,DLC,WX,181,3,"EXEMPTION WARD, THANE",Both
Maharashtra,Thane,PNE,C,70,1,"CIRCLE 1, THANE",Individual
Maharashtra,Thane,PNE,C,72,1,"CIRCLE 3, THANE",Both
Maharashtra,Thane,PNE,W,70,1,"WARD 1(1), THANE",Individual
Maharashtra,Thane,PNE,W,70,92,"WARD 2(1), THANE/",Both
Maharashtra,Thane,PNE,W,72,1,"WARD 3(1),THANE",Both
Maharashtra,Thane,PNE,W,72,2,"WARD 3(2),THANE",Both
Maharashtra,Thane,PNE,W,72,4,"WARD 3(4),THANE",Both
Maharashtra,Thane,PNE,W,72,91,"WARD 4(1), THANE/",Both
Maharashtra,Thane,PNE,W,72,92,"WARD 4(4), THANE/",Both
Maharashtra,Wardha,NGP,W,3,92,"ITO WARD-2, WARDHA/",Both
Maharashtra,Wardha,NGP,W,3,93,"ITO, WARD-1, WARDHA/",Both
Maharashtra,Yavatmal,NGP,W,3,91,"ITO WARD-1, YAVATMAL/",Both
Manipur,Imphal,SHL,C,9,1,"ACIT CIRCLE, IMPHAL",Individual
Manipur,Imphal,SHL,W,9,1,"ITO WARD -1, IMPHAL",Individual
Manipur,Imphal,SHL,W,9,2,"ITO WARD -2, IMPHAL",Individual
Manipur,Imphal,SHL,W,9,3,"ITO WARD -3, IMPHAL",Individual
Meghalaya,Byrnihat,SHL,W,15,21,ITO W-BYRNIHAT,Individual
Meghalaya,Shillong,DLC,WX,259,4,"ITO WARD 2(4) EXEMPTION, SHILLONG",Both
Meghalaya,Shillong,SHL,CI,15,1,ACIT-CIR SHILLONG,Individual
Meghalaya,Shillong,SHL,W,15,1,ITO WARD 1 SHILLONG,Individual
Meghalaya,Shillong,SHL,W,15,2,"ITO WARD 2, SHILLONG",Individual
Nagaland,Dimapur,SHL,W,7,92,"ITO, WARD - DIMAPUR/",Individual
Odisha,Angul,BBN,W,1,93,"ITO, WARD ANGUL/",Both
Odisha,Balasore,BBN,W,4,91,"ITO, WARD 1, BALASORE/",Both
Odisha,Bargarh,BBN,W,7,93,"ITO, WARD BARGARH/",Both
Odisha,Baripada,BBN,W,9,91,"ITO, WARD 1, BARIPADA/",Both
Odisha,Berhampur,BBN,W,2,91,"ITO, WARD 1, BERHAMPUR/",Both
Odisha,Berhampur,DLC,WX,251,2,"EXEMPTION WARD, BERHAMPUR",Non-Individual
Odisha,Bhadrak,BBN,W,4,92,"ITO, WARD BHADRAK/",Both
Odisha,Bhawanipatna,BBN,W,7,94,"ITO, WARD BHAWANIPATNA/",Both
Odisha,Bhubaneswar,BBN,C,1,8,"DCIT,CIRCLE 1(1), BHUBANESWAR",Non-Individual
Odisha,Bhubaneswar,BBN,C,2,8,"DCIT,CIRCLE 2(1), BHUBANESWAR",Both
Odisha,Bhubaneswar,BBN,W,1,1,"ITO WARD 1(1), BHUBANESWAR",Non-Individual
Odisha,Bhubaneswar,BBN,W,1,92,"ITO, WARD 3(1), BHUBANESWAR/",Both
Odisha,Bhubaneswar,BBN,W,2,1,"ITO WARD 2(1), BHUBANESWAR",Both
Odisha,Bhubaneswar,BBN,W,2,92,"ITO, WARD 5(1), BHUBANESWAR/",Both
Odisha,Bhubaneswar,DLC,C,512,3,ACIT INTERNATIONAL BHUBANESWAR,Both
Odisha,Bhubaneswar,DLC,C,517,1,ADIT(IT)/BHUBANESWAR,Both
Odisha,Bhubaneswar,DLC,CA,251,1,"EXEMPTION CIRCLE, BHUBANESWAR",Non-Individual
Odisha,Bhubaneswar,DLC,WX,251,1,"EXEMPTION WARD, BHUBANESWAR",Non-Individual
Odisha,Bolangir,BBN,W,7,91,"ITO, WARD 1, BOLANGIR/",Both
Odisha,Cuttack,BBN,C,4,8,"DCIT CIRCLE 1(1), CUTTACK",Both
Odisha,Cuttack,BBN,W,4,1,"ITO WARD 1(1), CUTTACK",Both
Odisha,Cuttack,DLC,WX,251,3,ITO EXEMPTION CUTTACK,Non-Individual
Odisha,Dhenkanal,BBN,W,1,94,"ITO, WARD DHENKANAL/",Both
Odisha,Jajpur,BBN,W,4,2,ITO WARD JAJPUR,Individual
Odisha,Jeypore,BBN,W,7,95,"ITO, JEYPORE WARD/",Both
Odisha,Jharsuguda,BBN,W,9,93,"ITO, WARD 1, JHARSUGUDA/",Both
Odisha,Kendrapada,BBN,W,2,93,"ITO, WARD KENDRAPADA/",Both
Odisha,Keonjhar,BBN,W,9,92,"ITO, WARD KEONJHAR/",Both
Odisha,Khurda,BBN,W,2,4,ITO WARD KHURDA,Both
Odisha,Paradeep,BBN,W,4,6,ITO WARD PARADEEP,Individual
Odisha,Phulbani,BBN,W,7,96,"ITO, WARD PHULBANI/",Both
Odisha,Puri,BBN,W,1,95,"ITO, WARD PURI/",Both
Odisha,Rayagada,BBN,W,7,97,"ITO, WARD RAYAGADA/",Both
Odisha,Rourkela,BBN,C,9,8,ACIT CIRCLE ROURKELA,Non-Individual
Odisha,Rourkela,BBN,W,9,1,"ITO WARD 1, ROURKELA",Individual
Odisha,Rourkela,BBN,W,9,3,"ITO WARD 3, ROURKELA",Individual
Odisha,Sambalpur,BBN,C,7,8,"DCIT/ACIT, CIRCLE 1(1), SAMBALPUR",Non-Individual
Odisha,Sambalpur,BBN,W,7,92,"ITO, WARD 2(1), SAMBALPUR/",Both
Odisha,Sambalpur,DLC,WX,251,4,"EXEMPTION WARD, SAMBALPUR",Non-Individual
Puducherry,Puducherry,CHE,C,171,1,CIRCLE 1 PUDUCHERRY,Both
Puducherry,Puducherry,CHE,W,171,1,WARD 1 PUDUCHERRY,Both
Puducherry,Puducherry,CHE,W,171,3,WARD 3 PUDUCHERRY,Individual
Punjab,Abohar,NWR,W,89,93,"WARD 2(3), ABOHAR/",Both
Punjab,Amritsar,DLC,WX,172,1,"EXEMPTION WARD, AMRITSAR",Both
Punjab,Amritsar,NWR,C,80,1,"DCIT/ACIT CIRCLE 1, AMRITSAR",Individual
Punjab,Amritsar,NWR,W,80,1,"WARD 1(1), AMRITSAR",Individual
Punjab,Amritsar,NWR,W,80,93,"WARD 2(1), AMRITSAR/",Both
Punjab,Barnala,NWR,W,47,97,"ITO WARD-1, BARNALA/",Both
Punjab,Batala,NWR,W,80,91,"WARD 1, BATALA/",Both
Punjab,Bathinda,NWR,C,89,1,"DCIT/ACIT CIRCLE I, BATHINDA",Individual
Punjab,Bathinda,NWR,W,34,1,"WARD-I(1),BATHINDA",Both
Punjab,Bathinda,NWR,W,34,2,"WARD-1(2), BATHINDA",Both
Punjab,Bathinda,NWR,W,34,3,"WARD-1(3), BATHINDA",Both
Punjab,Bathinda,NWR,W,34,4,"WARD-1(4), BATHINDA",Both
Punjab,Bathinda,NWR,W,34,6,"WARD 1(3) ADDL, BATHINDA",Both
Punjab,Bathinda,NWR,W,89,1,"WARD 1(1) , BATHINDA",Individual
Punjab,Dasuya,NWR,P,207,1,HSP RANGE ITO DASUYA,Both
Punjab,Dasuya,NWR,W,101,93,"ITO, WARD DASUYA/",Both
Punjab,Dasuya,NWR,W,106,4,"ITO, WARD DASUYA",Individual
Punjab,Faridkot,NWR,W,36,4,"WARD 3(4), FARIDKOT",Both
Punjab,Faridkot,NWR,W,89,91,"WARD 1, FARIDKOT/",Both
Punjab,Ferozepur,NWR,W,36,1,"WARD 3(1), FEROZEPUR",Both
Punjab,Ferozepur,NWR,W,89,94,"WARD 3(1), FEROZEPUR/",Both
Punjab,Gobindgarh,NWR,W,47,99,"WARD-I, GOBINDGARH/",Both
Punjab,Gurdaspur,NWR,W,80,94,"WARD, GURDASPUR/",Both
Punjab,Hoshiarpur,NWR,C,106,1,CIRCLE HOSHIARPUR,Individual
Punjab,Hoshiarpur,NWR,W,101,92,"ITO, WARD-1, HOSHIARPUR/",Both
Punjab,Hoshiarpur,NWR,W,106,1,"ITO, WARD-1, HOSHIARPUR",Individual
Punjab,Hoshiarpur,NWR,W,106,2,"ITO, WARD-2, HOSHIARPUR",Individual
Punjab,Hoshiarpur,NWR,W,106,3,"ITO, WARD-3, HOSHIARPUR",Individual
Punjab,Hoshiarpur,NWR,W,106,5,"ITO, WARD-4, HOSHIARPUR",Individual
Punjab,Jagraon,NWR,W,110,95,"ITO, WARD-1, JAGRAON/",Both
Punjab,Jalandhar,DLC,WX,171,1,"EXEMPTIONS WARD, JALANDHAR",Both
Punjab,Jalandhar,NWR,C,101,1,"DCIT/ACIT, CIRCLE-1, JALANDHAR",Individual
Punjab,Jalandhar,NWR,C,102,1,"ACIT, CIRCLE-2, JALANDHAR",Individual
Punjab,Jalandhar,NWR,C,103,1,"DCIT CIRCLE-3,JALANDHAR",Individual
Punjab,Jalandhar,NWR,C,104,1,"DCIT CIRCLE-4, JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,101,1,"ITO, WARD-1(1), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,101,2,"ITO, WARD-1(2), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,101,3,"ITO, WARD-1(3), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,101,4,"ITO, WARD-1(4), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,101,5,"ITO, WARD-1(5), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,102,1,"ITO, WARD-2(1), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,102,2,"ITO, WARD-2(2), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,102,3,"ITO, WARD-2(3), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,102,5,"ITO, WARD-2(4), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,103,1,"ITO, WARD 3(1),JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,103,2,"ITO, WARD 3(2),JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,103,3,"ITO, WARD 3(3),JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,103,4,"ITO, WARD 3(4),JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,103,5,"ITO, WARD 3(5), JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,104,1,"ITO, WARD-4(1),JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,104,2,"ITO, WARD-4(2),JALANDHAR",Individual
Punjab,Jalandhar,NWR,W,104,5,"ITO, WARD 4(3), JALANDHAR",Individual
Punjab,Kapurthala,NWR,W,104,3,"ITO, WARD-1, KAPURTHALA",Individual
Punjab,Kapurthala,NWR,W,104,4,"ITO, WARD-2, KAPURTHALA",Individual
Punjab,Khanna,NWR,W,113,91,"ITO WARD 1, KHANNA/",Both
Punjab,Khanna,NWR,W,113,92,"ITO WARD 3,KHANNA/",Both
Punjab,Ludhiana,NWR,C,110,1,"CIRCLE I(1),JCIT-I/CIT-1, LUDHIANA",Individual
Punjab,Ludhiana,NWR,C,113,1,"CIRCLE-IV(1), CIT-II, LUDHIANA",Both
Punjab,Ludhiana,NWR,W,110,3,"WARD I(3),JCIT-I/CIT-I, LUDHIANA",Individual
Punjab,Ludhiana,NWR,W,110,5,"ITO, WARD-1(5), LUDHIANA",Individual
Punjab,Ludhiana,NWR,W,110,91,"ITO WARD 2(1), LUDHIANA/",Both
Punjab,Ludhiana,NWR,W,110,92,"ITO WARD 3(1), LUDHIANA/",Both
Punjab,Ludhiana,NWR,W,110,93,"ITO WARD 6(1), LUDHIANA/",Both
Punjab,Ludhiana,NWR,W,110,94,"ITO WARD 7(1), LUDHIANA/",Both
Punjab,Ludhiana,NWR,W,113,1,"ITO WARD 4(1), LUDHIANA",Both
Punjab,Ludhiana,NWR,W,113,93,"ITO WARD 5(1), LUDHIANA/",Both
Punjab,Malerkotla,NWR,W,113,3,"ITO WARD-1,MALERKOTLA",Both
Punjab,Mandi Gobindgarh,NWR,W,47,98,"ITO WARD-2, MANDI GOBINDGARH/",Both
Punjab,Mansa,NWR,W,89,4,"WARD 1(4), MANSA",Individual
Punjab,Moga,NWR,W,110,96,"ITO, WARD-1, MOGA/",Both
Punjab,Mohali,NWR,W,41,95,ITO(OSD) Ward Mohali-1,Both
Punjab,Mohali,NWR,W,41,96,ITO(OSD) Ward Mohali-2,Both
Punjab,Muktsar,NWR,W,89,92,"WARD 2(2), MUKTSAR/",Both
Punjab,Nabha,NWR,W,47,91,ITO WARD NABHA/,Both
Punjab,Nakodar,NWR,P,210,1,NAKODAR/PHG-RANGE/CIT-II,Both
Punjab,Nakodar,NWR,W,104,92,"ITO, WARD NAKODAR/",Both
Punjab,Nakodar,NWR,W,105,4,"ITO, WARD NAKODAR",Individual
Punjab,Nawanshahar,NWR,W,101,91,"ITO, WARD NAWANSHAHAR/",Both
Punjab,Nawanshahar,NWR,W,102,4,"ITO, WARD NAWANSHAHAR",Individual
Punjab,Pathankot,NWR,W,80,92,"WARD 1, PATHANKOT/",Both
Punjab,Patiala,NWR,C,47,1,ACIT CIRCLE PATIALA,Individual
Punjab,Patiala,NWR,W,47,30,"ITO WARD-3, PATIALA",Individual
Punjab,Patiala,NWR,W,47,4,"WARD-4, PATIALA",Individual
Punjab,Patiala,NWR,W,47,5,"ITO WARD-5, PATIALA",Individual
Punjab,Patiala,NWR,W,48,4,"WARD-6, PATIALA",Both
Punjab,Phagwara,NWR,C,105,1,"DCIT/ACIT, CIRCLE PHAGWARA",Individual
Punjab,Phagwara,NWR,W,104,91,"ITO, WARD-1, PHAGWARA/",Both
Punjab,Phagwara,NWR,W,105,1,"ITO, WARD-1, PHAGWARA",Individual
Punjab,Phagwara,NWR,W,105,2,"ITO, WARD-2, PHAGWARA",Individual
Punjab,Phagwara,NWR,W,105,3,"ITO, WARD-3, PHAGWARA",Individual
Punjab,Phagwara,NWR,W,105,5,"ITO, WARD-4, PHAGWARA",Individual
Punjab,Rajpura,NWR,W,47,92,ITO WARD RAJPURA/,Both
Punjab,Ropar,NWR,W,41,94,"WARD-2(2), ROPAR/",Both
Punjab,Samana,NWR,W,47,93,ITO WARD SAMANA/,Both
Punjab,Sangrur,NWR,W,47,94,ITO WARD SANGRUR/,Both
Punjab,Sirhind,NWR,W,47,95,ITO WARD SIRHIND/,Both
Punjab,Sunam,NWR,W,47,96,ITO WARD SUNAM/,Both
Punjab,Tarn Taran,NWR,W,80,3,"WARD 1, TARN TARAN",Individual
Rajasthan,Abu,RJN,W,510,91,"ITO, ABU/",Both
Rajasthan,Ajmer,RJN,C,750,1,"ACIT CIRCLE-2, AJMER",Individual
Rajasthan,Ajmer,RJN,W,750,1,"ITO, WARD-2(1), AJMER",Individual
Rajasthan,Ajmer,RJN,W,750,2,"ITO, WARD-2(2), AJMER",Individual
Rajasthan,Alwar,RJN,C,110,1,"CIRCLE 1, ALWAR",Individual
Rajasthan,Alwar,RJN,W,110,1,"ITO WARD 1(1), ALWAR",Individual
Rajasthan,Alwar,RJN,W,110,2,"ITO WARD 1(2), ALWAR",Individual
Rajasthan,Balotra,RJN,W,540,91,"ITO, BALOTRA/",Both
Rajasthan,Banswara,RJN,W,720,91,"ITO WARD, BANSWARA/",Both
Rajasthan,Baran,RJN,W,780,4,"INCOME TAX OFFICER,WARD, BARAN",Individual
Rajasthan,Barmer,RJN,W,540,95,"ITO,W-1, BARMER/",Both
Rajasthan,Beawer,RJN,W,750,3,"ITO, WARD-1, BEAWER",Individual
Rajasthan,Behror,RJN,W,110,92,"ITO WARD, BEHROR/",Both
Rajasthan,Bharatpur,RJN,W,110,91,"ITO WARD 1, BHARATPUR/",Both
Rajasthan,Bhilwara,RJN,W,750,91,"ITO, WARD -1, BHILWARA/",Both
Rajasthan,Bhiwadi,RJN,W,110,94,WARD BHIWADI/,Both
Rajasthan,Bikaner,RJN,C,570,1,"ACIT CIRCLE-1, BIKANER",Individual
